PC1,PC2,Cluster
-0.023042851673321887,1.325946311016313,3
2.8456116790278405,0.3360251553510614,4
-1.9712270659963873,0.08830167327330608,0
-0.14329949728580943,0.41948823596861545,1
-0.09204496295493506,-2.007131587623863,2
-0.02672133417872583,1.749041108521602,1
-0.7598016412915672,1.14253366338821,1
0.5492378901881073,0.5854201064785485,3
-0.5720443530381369,-1.4297530137172432,0
1.7191256028092199,0.3283946938176399,3
0.23082306083179557,-0.7385035184889315,2
1.1954560957440117,0.03260676801215385,3
0.21986417567656735,-1.6661584261524527,2
0.7676630083204111,0.33796579022864714,3
-0.7012795673910189,1.350620440858186,1
1.7886723546603005,0.3426644141546019,3
-1.76604775715498,1.3781740632981363,1
0.4947655929006042,-0.319029357243585,2
0.34824852365631154,0.8080790864826743,3
-0.8661457997451687,1.5704958424773154,1
-1.090928160984168,0.5270616641464204,1
-0.966374504109304,0.48394953174736377,1
-0.17130046905455576,1.1554401784864758,1
-0.6436184712576546,0.4078742356482113,1
0.6156811405354732,1.2939217273358974,3
0.5284491919753352,0.07514519687052722,3
-1.8480618062526921,-0.4608262176161715,0
-1.1963575929101387,0.30778147526531346,1
1.4480859727690973,-0.401655727723966,3
0.07278290423574182,-0.3476994641302187,2
-0.7574355380321403,-0.02951689218518155,1
0.3862233772125662,-0.6646821931124041,2
0.11053952389522118,0.5514731202407227,3
0.031974451680665684,0.7894636174245595,1
-1.332468011934766,1.7924126051524454,1
-1.4774560757285102,-0.6566285645243186,0
-0.9616685981255118,-0.8765126106912884,0
0.7802394361779715,-0.2567693480891412,3
-0.323709297404894,-2.2507068506057317,2
1.7209953359540588,-0.2216931081392304,3
-1.3691359996391685,-1.9855887992773713,0
-1.1155641213186416,0.9626040041443849,1
-0.12005515626108883,-0.8308878502904734,2
-0.572833018713817,-2.57697290999646,0
1.7369133242105264,-0.5554409902309049,2
0.546663396125184,0.4454798229288011,3
-1.1659031134954916,1.3033693668150548,1
1.4833416317529324,0.6348313304413765,3
0.7755858413874539,-0.2573298838319909,3
0.16889374320075423,-0.4886949197639285,2
-1.4894137116737993,-0.42621429793534693,0
-1.4342359097070563,-0.6110321677230609,0
-0.347622712844129,-0.15089431504446416,1
1.0879841733032452,0.20733288024992402,3
0.32782904199537843,0.9502990371860783,3
-0.5864104395825871,1.528669269929034,1
0.21270077004761678,-0.12361646047867322,2
-1.8888574702354348,0.4845214554468059,1
0.517129521637195,-0.7899838963269438,2
0.927573809453219,1.4031850444259906,3
-0.23470174735359547,-0.5836712148638947,2
-0.08893729824001198,-2.4256589240414765,0
-0.7906753784288716,1.8136216723964322,1
0.5670282766712941,0.1903990592824517,3
-0.5611589622461877,0.3774598041127498,1
0.7504258694831679,1.2069030702174666,3
-0.12659899666082236,-0.9792242533766772,2
-0.8007245410818713,-0.12447895432225177,1
-1.036438861825177,2.410766606444451,1
-0.4836415059476137,0.6741895914470037,1
1.12464629228956,0.064010062224697,3
0.5581072416793444,0.5498265254981741,3
-1.3769725469648963,-0.6744485583717197,0
1.107441264033253,0.6244961968493945,3
0.602197188424591,-1.8285185372177202,2
0.29373829286253184,-1.5576208984950708,2
-1.5872777225127093,0.5520308298690529,1
0.17109809453984412,0.13326064146345387,3
0.17541027042230284,-0.028156637048759155,2
1.0699964195472715,0.02435913464737491,3
-1.4387648255885213,0.5984294854760457,1
-1.2547970967929245,-0.8649868408213679,0
-0.6984743989182468,-0.18904562665607386,1
0.6254102024576235,-1.376373810438849,2
-0.5142779755512853,-0.834453365140134,0
-0.2115056143000198,0.878582901683191,1
-1.567188397652527,0.8889528779490065,1
0.9188039223598412,28.12317555740276,5
1.2373046215805297,0.8400058438683922,3
-3.710599695552192,-3.2500498172671075,0
-0.3891459196583009,0.474893803426116,1
0.431708533678186,1.08525644040432,3
-0.011789758828188272,0.04864227151718369,3
-1.3316495135152475,0.1974667265017455,1
-0.5685647542159796,-2.055888905959563,0
-1.184204276481328,-0.1271353975793828,1
0.4073641842711705,0.6590196463010588,3
2.4423196035254127,-0.2875263022088601,4
